Key,Title,Description,Temporal Date From,Temporal Date To,Spatial Extent,Access Data link,Access Metadata link
TERN/70045317-8c32-46bb-bf0f-4bad604f5e8c,Calperum Chowilla Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br> The Calperum Chowilla site was established in July 2010 and is managed by the University of Adelaide, coordinated by Prof Wayne Meyer and Prof David Chittleborough of the Landscape Futures Program as part of the Environment Institute. This is a former sheep grazing property that has been destocked and is being managed as a conservation area in this type of ecosystem. The landscape is flat with a series of low east west sand dunes. The dunes are remnants of a previous dry era and are mostly now stabilized by mallee (multi-stemmed Eucalypt trees) and various shrubs. It is a semi-arid environment fringing the River Murray floodplains of the Riverland. <br>",2010-07-30,2024-02-02,POINT (140.5877 -34.0027),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/CalperumChowilla/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/70045317-8c32-46bb-bf0f-4bad604f5e8c/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/70045317-8c32-46bb-bf0f-4bad604f5e8c
TERN/71686a0e-9f22-45ff-8199-c1250d2b384e,Tumbarumba Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Tumbarumba flux station is located in Bago State Forest in south eastern New South Wales. It was established in 2000 and is managed by CSIRO Marine and Atmospheric Research. The forest is classified as wet sclerophyll, the dominant species is <em>Eucalyptus delegatensis</em>, and average tree height is 40 m. Elevation of the site is 1200 m and mean annual precipitation is 1000 mm. Bago and Maragle State Forests are adjacent to the south west slopes of southern New South Wales and the 48,400 ha of native forest have been managed for wood production for over 100 years. The instrument mast is 70 m tall. Fluxes of heat, water vapour and carbon dioxide are measured using the open-path eddy flux technique. Supplementary measurements above the canopy include temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation. Profiles of temperature, humidity and CO<sub>2</sub> are measured at seven levels within the canopy. Soil moisture content is measured using time domain reflectometry. Soil heat fluxes and temperature are also measured. Hyper-spectral radiometric measurements are being used to determine canopy leaf-level properties.</br>",2002-01-07,2022-12-03,POINT (148.1516 -35.6566),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Tumbarumba/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/71686a0e-9f22-45ff-8199-c1250d2b384e/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/71686a0e-9f22-45ff-8199-c1250d2b384e
TERN/71872b25-2202-4699-bf5f-416fcc00a776,Cape Tribulation Flux Data Release 2022_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.3) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>.<br /> <br />The Cape Tribulation flux station was located in the land that is adjacent to the Daintree National Park which is part of the Wet Tropics World Heritage Area (WTWHA). The site is flanked to the west by coastal ranges rising to more than 1400m and to the east by the Coral Sea. The red clay loam podzolic soils are of metamorphic origin and have good drainage characteristics. The metamorphic rocks grade into granite boulders along Thompson Creek which runs along the northern boundary of the site. The crane site itself is gently sloping but the fetch area makes the site one of very complex terrain. The forest is classed as complex mesophyll vine forest (type 1a) and has an average canopy height of 25m. The dominant canopy trees belong to the Apocynaceae, Arecaceae, Euphorbiaceae, Lauraceae, Meliaceae, Myristicaceae and Myrtaceae families. The forest is continuous for several kilometres around the crane except for an area 300m due east of the crane, which is regrowth forest. Annual average rainfall at the site is around 5180mm and is strongly seasonal, with 66% falling between January and April (wet season). Mean daily temperature ranges from 26.6 C in February to 21.2 C in July. <br> Tropical cyclones are a frequent occurrence in Far North Queensland. These severe tropical storm systems are natural phenomena which play a major role in determining the ecology of Queensland's tropical lowland rainforests. In March 1999 Tropical Cyclone Rona (Category 3) passed over the Cape Tribulation area causing widespread damage (gusts >170km/h). At the site several large trees fell, nearly all of the remaining trees were stripped of leaves and the lianas towers were torn to ground level. <br> The flux station was mounted at the 45m level on the tower of the Australian Canopy Crane external link. The canopy crane is a Liebherr 91 EC, freestanding construction tower crane. The crane is 48.5 metres tall with a radius of 55 metres enabling access to 1 hectare of rainforest. Fluxes of heat, water vapour and carbon dioxide were measured using the open-path eddy covariance technique. Supplementary measurements above the canopy included temperature, humidity, rainfall, total solar; these measurements have continued post the flux system decommissioning. Heat flux, soil temperature and water content (time domain reflectometry) were measured in proximity to the flux station; these measurements have continued post the flux system decommissioning. Detailed biometric measurements are made at the crane site and all trees have regular (5 yearly) dbh measurements and canopy mapping carried out. Monitoring bores (3) are located on site. Leaf litter measurements are carried out on a monthly basis. <br> For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/daintree-rainforest-supersite/ .<br /><br />",2010-01-01,2018-11-02,POINT (145.447 -16.103219),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/CapeTribulation/2022_v1/catalog.html | https://shared.tern.org.au/rocrate/71872b25-2202-4699-bf5f-416fcc00a776/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/71872b25-2202-4699-bf5f-416fcc00a776
TERN/72b6389b-8310-45ab-98ce-a3eb0c71937d,Daly Uncleared Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The site is woodland savanna with an overstory co-dominated by tree species <em>Eucalyptus tetrodonta</em>, <em>Corymbia latifolia</em>, <em>Terminalia grandiflora</em>, <em>Sorghum sp.</em> and <em>Heteropogon triticeus</em>. Average canopy height measures 16.4 m. Elevation of the site is close to 110 m and mean annual precipitation at a nearby Bureau of Meteorology site is 1,170 mm. Maximum temperatures range from 31.2 C (in June) to 37.5 C (in October), while minimum temperatures range from 12.6 C (in July) to 23.8 C (in January). Maximum temperatures range seasonally by 6.3 C and minimum temperatures by 11.2 C. <br /><br />The instrument mast is 23 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation are measured above the canopy.<br /><br>Ancillary measurements taken at the site include LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, nitrogen and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out across the site in September 2008. <br /><br />",2008-01-01,2023-12-09,POINT (131.3881 -14.1592),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/DalyUncleared/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/72b6389b-8310-45ab-98ce-a3eb0c71937d/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/72b6389b-8310-45ab-98ce-a3eb0c71937d
TERN/731806a3-cdad-4fcc-95e0-3d67038d6cab,Whroo Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The site is classified as box woodland, dominated by two main eucalypt species: <em>Eucalyptus microcarpa</em> (grey box) and <em>Eucalyptus leucoxylon</em> (yellow gum). The site has an elevation of 165 m. Mean annual precipitation measured by the nearby Bureau of Meteorology site is 558 mm. Maximum temperatures range from 12.6 C (in July) to 29.8 C (in January), while minimum temperatures range from 3.2 C (in July) to 14.2 C (in February). Maximum temperatures vary on a seasonal basis by approximately 17.2 C and minimum temperatures by 11.0 C.</br> <br>The instrument mast is 36 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation are measured above the canopy. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry.</br>",2011-12-01,2023-12-31,POINT (145.0294 -36.6732),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Whroo/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/731806a3-cdad-4fcc-95e0-3d67038d6cab/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/731806a3-cdad-4fcc-95e0-3d67038d6cab
TERN/740ae625-6898-4488-8fd4-f0ef8217f82b,Alice Springs Mulga Flux Data Release 2025_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.18) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Alice Springs Mulga flux station is located on Pine Hill cattle station, near Alice Springs in the Northern Territory. The woodland is characterized by the <i>Acacia aneura</i> canopy, which is 6.5 m tall on average. Elevation of the site is 606 m above sea level, and the terrain is flat. Mean annual precipitation at the nearby (45 km distant) Bureau of Meteorology station is 305.9 mm but ranges between 100 mm in 2009 to 750 mm in 2010. Predominant wind directions are from the southeast and east. The extent of the woodland is 11 km to the east of the flux station and 16 km to the south. The soil is red sandy clay (50:50 sand:clay) overlying a 49 m deep water table. Pine Hill Station is a functioning cattle station that has been in operation for longer than 50 years. The instrument mast is 13.7 m tall. Fluxes of heat, water vapour and carbon are measured using the open-path eddy covariance technique at 11.6 m. Supplementary measurements above the canopy include temperature and humidity (11.6 m), windspeed and wind direction (9.25 m), downwelling and upwelling shortwave and longwave radiation (12.2 m). Precipitation is monitored in a canopy gap (2.5 m). Supplementary measurements within and below the canopy include barometric pressure (1 m), wind speed (2 m, 4.25 m and 6.5 m), and temperature and humidity (2 m, 4.25 m and 6 m). Below ground soil measurements are made in bare soil, mulga, and understory habitats and include ground heat flux (0.08 m), soil temperature (0.02 m 0.06 m) and soil moisture (0 0.1 m, 0.1 0.3 m, 0.6 0.8 m and 1.0 1.2 m). Ancillary measurements include soil water and carbon fluxes, leaf water potential, leaf gas exchange, stem basal area, stem growth, litter production, leaf area index, stem hydraulic conductance, and carbon and water stable isotope ratios. <br />",2010-09-03,2025-01-28,POINT (133.2493 -22.2828),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/AliceSpringsMulga/2025_v1/catalog.html | https://shared.tern.org.au/rocrate/740ae625-6898-4488-8fd4-f0ef8217f82b/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/740ae625-6898-4488-8fd4-f0ef8217f82b
TERN/75a6ad12-ab5b-4b10-b4af-6a71d74fe851,Boyagin Flux Data Data Release 2021_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.0) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /> <br /> The flux station was established in 2017 in Wandoo Woodland, which is surrounded by broadacre farming. About 80% of the overstorey cover is <em>Eucalyptus accedens</em> Climate information comes from the nearby Pingelly BoM AWS station 010626 (1991 to 2016) and shows mean annual precipitation is approximately 445 mm with highest rainfall in June and July of 81 mm each month. Maximumum and minuimum annual rainfall is 775 and 217 mm, respectively. Maximum temperatures range from 31.9 C (in Jan) to 15.4 C (in July), while minimum temperatures range from 5.5 C (in July) to 16.0 C (in Feb). The Noongar people are the traditional owners at Boyagin. <br />For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/boyagin-wandoo-woodland-supersite/ . <br /><br />",2017-10-20,2021-07-24,POINT (116.938559 -32.477093),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Boyagin/2021_v1/catalog.html | https://shared.tern.org.au/rocrate/75a6ad12-ab5b-4b10-b4af-6a71d74fe851/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/75a6ad12-ab5b-4b10-b4af-6a71d74fe851
TERN/768e3d7a-1715-4465-b6d1-e71501ee7690,Samford Ecological Research Facility Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Samford flux station is situated on an improved (<em>Paspalum dilatum</em>) pasture in the humid subtropical climatic region of coastal south-east Queensland. Located only 20 km from the centre of Brisbane city, Samford Valley provides an ideal case study to examine the impact of urbanisation and land use change on ecosystem processes. The valley covers an area of some 82 km<sup>2</sup> and is drained in the southern regions by the Samford creek, which extends some 13 km to Samford Village and into the South Pine River. The Samford Valley is historically a rural area experiencing intense urbanisation, with the population increasing almost 50% in the 10 years to 2006 (Morton Bay Regional Council, 2011). Within the Samford valley study region, the Samford Ecological Research Facility (SERF) not only represents a microcosm of current and historical land uses in the valley, but provides a unique opportunity to intensively study various aspects of ecosystem health in a secure, integrated and long term research capacity. Mean annual minimum and maximum temperatures at a nearby Bureau of Meteorology site are 13.1 C and 25.6 C respectively while average rainfall is 1102 mm.</br>",2010-06-02,2017-12-31,POINT (152.8725 -27.3888),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/SamfordEcologicalResearchFacility/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/768e3d7a-1715-4465-b6d1-e71501ee7690/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/768e3d7a-1715-4465-b6d1-e71501ee7690
TERN/7763a7ad-893e-4425-af17-b5d01e4eab91,Yarramundi Irrigated Flux Data Release 2025_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.18) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Yarramundi Irrigated site is an improved, managed pasture on the Western Sydney University Hawkesbury campus. Original woodland vegetation was cleared prior to 1950. A mixture of native and exotic grasses and forbs dominate the site, which is used by cattle in an intensively managed grazing operation. The flux tower was established in October of 2019 and is managed by the Hawkesbury Institute for the Environment, with partial support from TERN and WSU Office of Estate and Commercial (Farm Production Unit).</br> <br>The climate is warm-temperate, with annual rainfall averaging 728 mm, mean maximum temperature in January of 30.4 C and mean minimum temperature in July of 3.6 C (BOM station 067105). The elevation of the site is about 20 m asl and the topography is flat. The soil is sandy loam in texture, organic carbon content is <1%.</br>",2019-10-15,2024-12-29,POINT (150.763218 -33.621482),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/YarramundiIrrigated/2025_v1/catalog.html | https://shared.tern.org.au/rocrate/7763a7ad-893e-4425-af17-b5d01e4eab91/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7763a7ad-893e-4425-af17-b5d01e4eab91
TERN/79113deb-413e-44cd-8509-fa863cc3669b,Digby Plantation Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Digby Plantation flux station was installed in a recently planted blue gum (<em>Eucalyptus globulus</em>) plantation near the town of Digby in western Victoria, Australia. The plantatiopn was establlished in August 2017 with a tree density of approximately 1000 trees per hectare. The seedlings were about 30 cm tall and the trees were about 11 m tall in July 2021. The equipment was installed on an extendable tower that was moved from 5 m at the beginning of the monitoring period to about 15 m at the end of the experiment, following the growth of the trees.<br />",2018-01-01,2021-07-07,POINT (141.61642 -37.882709),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/DigbyPlantation/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/79113deb-413e-44cd-8509-fa863cc3669b/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/79113deb-413e-44cd-8509-fa863cc3669b
TERN/7967dc2d-3a00-4ebe-a603-0fc0b36a4c43,Yarramundi Irrigated Flux Data Collection,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.15) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Yarramundi Irrigated site is an improved, managed pasture on the Western Sydney University Hawkesbury campus. Original woodland vegetation was cleared prior to 1950. A mixture of native and exotic grasses and forbs dominate the site, which is used by cattle in an intensively managed grazing operation. The flux tower was established in October of 2019 and is managed by the Hawkesbury Institute for the Environment, with partial support from TERN and WSU Office of Estate and Commercial (Farm Production Unit).</br> <br>The climate is warm-temperate, with annual rainfall averaging 728 mm, mean maximum temperature in January of 30.4 C and mean minimum temperature in July of 3.6 C (BOM station 067105). The elevation of the site is about 20 m asl and the topography is flat. The soil is sandy loam in texture, organic carbon content is <1%.</br>",2019-11-01,,POINT (150.763218 -33.621482),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/YarramundiIrrigated/catalog.html | https://shared.tern.org.au/rocrate/7967dc2d-3a00-4ebe-a603-0fc0b36a4c43/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7967dc2d-3a00-4ebe-a603-0fc0b36a4c43
TERN/79917711-d5ec-405e-a1c8-0d6c123488c7,Gingin Flux Data Release 2025_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.18) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Gingin site was established in June 2011 by CSIRO and is now managed by Edith Cowan University Centre for Ecosystem Management. The site is a natural woodland of high species diversity. The overstorey is dominated by <em>Banksia</em> spp. mainly <em>Banksia menziesii</em>, <em>Banksia attenuata</em>, and <em>Banksia grandis</em> with a height of around 7 m and leaf area index of about 0.8. There are occasional stands of eucalypts and acacia that reach to 10 m and have a denser foliage cover. There are many former wetlands dotted around the woodland, most of which were inundated all winter and some had permanent water 30 years ago. The watertable has now fallen below the base of these systems and they are disconnected and are no longer permanently wet. The fine sediments, sometimes diatomaceous, hold water and they have perched watertables each winter. There is a natural progression of species accompanying this process as they gradually become more dominated by more xeric species. The soils are mainly Podosol sands, with low moisture holding capacity. Field capacity typically about 8 to 10 %; and in summer these generally hold less than 2 % moisture. The water table is at about 8.5 m below the surface, and a WA Dept of water long-term monitoring piezometer is near the base of the tower. The instrument mast is 14.8 m tall, with the eddy covariance instruments mounted at 14.8 m. Fluxes of carbon dioxide, water vapour and heat are quantified with open-path eddy covariance instrumentation. Ancillary measurements include temperature, air humidity, wind speed and direction, precipitation, incoming and outgoing shortwave radiation, incoming and outgoing long wave radiation, incoming total and diffuse PAR and reflected PAR. Soil water content and temperature are measured at six soil depths. Surface soil heat fluxes are also measured. A COSMOS Cosmic ray soil moisture instrument is installed, along with a logged piezometer, and nested piezometers installed with short screens for groundwater profile sampling. To monitor the watertable gradient, piezometers will be installed 500 m east and west of the tower. <br/> <br/>",2011-10-13,2024-12-31,POINT (115.71377 -31.376351),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Gingin/2025_v1/catalog.html | https://shared.tern.org.au/rocrate/79917711-d5ec-405e-a1c8-0d6c123488c7/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/79917711-d5ec-405e-a1c8-0d6c123488c7
TERN/7af3d608-5290-424d-9f83-2a983fdfc8eb,Riggs Creek Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The flux station site is located within an area of dryland agriculture. The surrounding area is dominated by broadacre farming practices. The vegetation cover is predominantly pasture. Elevation of the site is close to 152 m and mean annual precipitation at a nearby Bureau of Meteorology site measures 650 mm. Maximum temperatures range from 12.3 C (in July) to 29.7 C (in February), while minimum temperatures range from 10.4 C (in July) to 26.8 C (in February).</br> <br>The instrument mast is 4 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall and net radiation are measured. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry.</br>",2011-01-01,2017-07-12,POINT (145.576 -36.6499),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/RiggsCreek/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/7af3d608-5290-424d-9f83-2a983fdfc8eb/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7af3d608-5290-424d-9f83-2a983fdfc8eb
TERN/7c44402d-f069-4787-a0a5-14f4543b1daf,Silver Plains Flux Data Release 2023_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.5.0) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Silver Plains Flux Station was established in 2019 in Interlaken, on the Tasmanian Central Plateau, on land owned and managed by the Tasmanian Land Conservancy.</br>",2020-01-01,,POINT (147.087 -42.090556),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/SilverPlains/2023_v1/catalog.html | https://shared.tern.org.au/rocrate/7c44402d-f069-4787-a0a5-14f4543b1daf/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7c44402d-f069-4787-a0a5-14f4543b1daf
TERN/7c456b1b-5bc3-4427-a211-424c2ca75da9,Warra Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br><em>Eucalyptus obliqua</em> forests dominate the vegetation below 650 m where they exist as fire-maintained communities. On fertile soils these forests attain mature heights in excess of 55 m: the tallest <em>E. obliqua</em> reaches a height of 90 m. The flux station is installed in a stand of tall, mixed-aged <em>E. obliqua</em> forest (77 and >250 years-old) with a rainforest understorey and a dense man-fern (<em>Dicksonia antarctica</em>) ground-layer, on a small flat of elevation 100 m adjacent to the Huon River. The understorey vegetation progresses from wet sclerophyll (dominated by <em>Pomaderris apatala</em> and <em>Acacia dealbata</em>) to rainforest (dominated by <em>Nothofagus cunninghamii</em>, <em>Atherosperma moschatum</em>, <em>Eucryphia lucida</em> and <em>Phyllocladus aspleniifolius</em>) with increasing time intervals between fire events. The site supports prodigous quantities of coarse woody debris as is characteristic of these fire-maintained eucalypt forests on fertile sites in southern Tasmania. The soil at the flux site is derived from Permian mudstone and has a gradational profile with a dark brown organic clayey silt topsoil overlying a yellow brown clay. The climate is classified as temperate with a mild summer and no dry season. Mean annual precipitation is 1700 mm with a relatively uniform seasonal distribution. Summer temperatures peak in January (8.4 C to 19.2 C) with winter temperatures reaching their lowest in July (2.6 C to 8.4 C).</br> <br>The instruments are mounted at the top of an 80 m tall guyed steel lattice tower. Supplementary measurements above the canopy include temperature, humidity, windspeed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation. An open-path gas analyser (EC150) was replaced by a closed-path gas analyser (EC155) at the end of January 2015. Soil moisture content is measured using time domain reflectometry. Soil heat fluxes and temperature are also measured. Micro-meteorology (CO<sub>2</sub>, H<sub>2</sub>O, energy fluxes) and meteorology (temperature, humidity, wind speed and direction, rainfall) were measured from 2013 to late 2016, but the dataset is incomplete due to ongoing problems since changing the open-path IRGA to a closed path system (CPEC200) during 2015. Soil data (moisture, heat flux, temperature) are complete for the time period.</br>",2013-03-05,2021-09-21,POINT (146.6545 -43.095),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Warra/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/7c456b1b-5bc3-4427-a211-424c2ca75da9/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7c456b1b-5bc3-4427-a211-424c2ca75da9
TERN/7cf84375-237f-44a5-a8bd-b733b42ffb22,Yanco Flux Data Release 2023_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.5.0) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>This is a topographically flat area, primarily comprised of the following soil types: sandy loams, scattered clays, red brown earths, transitional red brown earth, sands over clay and deep sands. Stream valleys and layered soil and sedimentary materials are found across the landscape.</br> <br>The flux station tower extends to 20 m, however flux measurements are recorded from slightly lower than this. Mean annual precipitation from the nearby Bureau of Meteorology is 465 mm. Maximum temperatures ranged from 16.6 C (in July) to 37.4 C (in January), while minimum temperatures ranged from 11.8 C (in July) to 29.0 C (in January). Maximum temperatures varied on a seasonal basis by approximately 20.8 C and minimum temperatures by 17.2 C.</br> <br>The site is within a wider research area (60 x 60 km) that supports a network of flux stations, which have been in operation since late 2001.</br>",2013-01-01,,POINT (146.2907 -34.9893),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Yanco/2023_v1/catalog.html | https://shared.tern.org.au/rocrate/7cf84375-237f-44a5-a8bd-b733b42ffb22/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/7cf84375-237f-44a5-a8bd-b733b42ffb22
